Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
28218389,"食戟のソーマ 17 [Shokugeki no Souma 17] (Food Wars: Shokugeki no Soma, #17)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""408880628X""","=""9784088806280""",0,4.27,集英社,Paperback,192,2016,2016,,2020/11/07,,,read,,,,1,,,0,,,,,
26169918,"食戟のソーマ 16 [Shokugeki no Souma 16] (Food Wars: Shokugeki no Soma, #16)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088805836""","=""9784088805832""",0,4.26,Shueisha,Paperback,192,2016,2016,,2020/11/07,,,read,,,,1,,,0,,,,,
25802030,"食戟のソーマ 15 [Shokugeki no Souma 15] (Food Wars: Shokugeki no Soma, #15)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊","=""4088804864""","=""9784088804866""",0,4.28,集英社,Paperback,200,2015,2015,,2020/11/07,,,read,,,,1,,,0,,,,,
25640262,"食戟のソーマ 14 [Shokugeki no Souma 14] (Food Wars: Shokugeki no Soma, #14)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088804481""","=""9784088804484""",0,4.37,Shueisha,Paperback,192,2015,2015,,2020/11/07,,,read,,,,1,,,0,,,,,
25225877,"食戟のソーマ 13 [Shokugeki no Souma 13] (Food Wars: Shokugeki no Soma, #13)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088803671""","=""9784088803678""",0,4.32,集英社,Paperback,192,2015,2015,,2020/11/07,,,read,,,,1,,,0,,,,,
24971567,"食戟のソーマ 12 [Shokugeki no Souma 12] (Food Wars: Shokugeki no Soma, #12)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088803310""","=""9784088803319""",0,4.35,Shueisha,Paperback,192,2015,2015,,2020/11/07,,,read,,,,1,,,0,,,,,
24971553,"食戟のソーマ 11 [Shokugeki no Souma 11] (Food Wars: Shokugeki no Soma, #11)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088803183""","=""9784088803180""",0,4.35, 集英社,Paperback,192,2015,2015,,2020/11/07,,,read,,,,1,,,0,,,,,
23273053,"食戟のソーマ 10 [Shokugeki no Souma 10] (Food Wars: Shokugeki no Soma, #10)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088802128""","=""9784088802121""",0,4.34,集英社,Paperback,192,2014,2014,,2020/11/07,,,read,,,,1,,,0,,,,,
23250310,"食戟のソーマ 9 [Shokugeki no Souma 9] (Food Wars: Shokugeki no Soma, #9)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088801768""","=""9784088801766""",0,4.31,集英社,Paperback,192,2014,2014,,2020/11/07,,,read,,,,1,,,0,,,,,
23250309,"食戟のソーマ 8 [Shokugeki no Souma 8] (Food Wars: Shokugeki no Soma, #8)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088801385""","=""9784088801384""",0,4.34,集英社,Paperback,208,2014,2014,,2020/11/07,,,read,,,,1,,,0,,,,,
22327374,"食戟のソーマ 7 [Shokugeki no Souma 7] (Food Wars: Shokugeki no Soma, #7)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088800443""","=""9784088800448""",0,4.31,集英社,Paperback,200,2014,2014,,2020/11/07,,,read,,,,1,,,0,,,,,
22327352,"食戟のソーマ 6 [Shokugeki no Souma 6] (Food Wars: Shokugeki no Soma, #6)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088800079""","=""9784088800073""",0,4.31,集英社,Paperback,192,2014,2014,,2020/11/07,,,read,,,,1,,,0,,,,,
22325600,"食戟のソーマ 5 [Shokugeki no Souma 5] (Food Wars: Shokugeki no Soma, #5)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088708555""","=""9784088708553""",0,4.32,集英社,Paperback,192,2013,2013,,2020/11/07,,,read,,,,1,,,0,,,,,
18428770,"食戟のソーマ 4 [Shokugeki no Souma 4] (Food Wars: Shokugeki no Soma, #4)",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, 附田祐斗, 佐伯俊, 森崎友紀","=""4088708229""","=""9784088708225""",0,4.40,集英社,Paperback,192,2013,2013,,2020/11/07,,,read,,,,1,,,0,,,,,
21412020,"Food Wars!: Shokugeki no Soma, Vol. 3",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, Adrienne Beck","=""1421572567""","=""9781421572567""",0,4.32,VIZ Media LLC,Paperback,200,2014,2013,,2020/11/07,,,read,,,,1,,,0,,,,,
21412044,"Food Wars!: Shokugeki no Soma, Vol. 2",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, Adrienne Beck","=""1421572559""","=""9781421572550""",0,4.30,VIZ Media LLC,Paperback,200,2014,2013,,2020/11/07,,,read,,,,1,,,0,,,,,
21486133,"Food Wars!: Shokugeki no Soma, Vol. 1",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Adrienne Beck","=""""","=""""",0,4.18,VIZ Media: SHONEN JUMP ADVANCED,Kindle Edition,208,2014,2013,,2020/11/07,,,read,,,,1,,,0,,,,,
44146804,ONE PIECE 93,Eiichiro Oda,"Oda, Eiichiro",尾田栄一郎,"=""4088818776""","=""9784088818771""",0,4.50,集英社 / Shūeisha,Paperback,208,2019,2019,2020/11/07,2020/11/01,,,read,,,,1,,,0,,,,,
42975305,ONE PIECE 92,Eiichiro Oda,"Oda, Eiichiro",尾田栄一郎,"=""4088817583""","=""9784088817583""",0,4.49,集英社 / Shūeisha,Paperback,200,2019,2019,2020/11/06,2020/11/01,,,read,,,,1,,,0,,,,,
41571519,ONE PIECE 91,Eiichiro Oda,"Oda, Eiichiro",尾田栄一郎,"=""4088816447""","=""9784088816449""",0,4.51,集英社 / Shūeisha,Paperback,224,2018,2018,2020/11/06,2020/11/01,,,read,,,,1,,,0,,,,,
18261,The Nibelungenlied,Unknown,"Unknown, Unknown",A.T. Hatto,"=""0140441379""","=""9780140441376""",0,3.85,Penguin Classics,Paperback,404,2004,1200,,2020/10/11,to-read,to-read (#877),to-read,,,,0,,,0,,,,,
25980294,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""""","=""""",0,4.19,Grand Central Publishing,Kindle Edition,287,2016,2016,2020/11/04,2020/08/27,,,read,"Sooo... Although I didn’t hate this (in fact I got some knowledge nuggets out of it that I think will really help my day to day life happenings), I truly think this book should have been a set of blog posts or a short novella. So many of the latter Rule Chapters are bloated, Part 1 seemed unnecessary, and the book as a whole would have benefited from some more editing. <br/><br/>Then again, keep in mind that I am someone that values the economy of language and doesn’t need to be convinced four times or more in a single chapter that working until 5:30 and no later is a good habit to have, if applicable to your life for example. If you need this, well then I would highly recommend this book to you.<br/><br/>Also, and this is a gripe of mine throughout the book, the author finds it pertinent to add some particularly dispensable phrases that really make him come across as a pompous individual (e.f. “Facebook, at best, added one more (arguably quite mediocre) entertainment option to many that already existed” - I don’t even use Facebook, but why write ‘arguably mediocre’? What purpose does this parenthetical statement have?), which is unfortunate given that this book preaches his mantra.",,,1,,,0,,,,,
383993,Factotum,Charles Bukowski,"Bukowski, Charles",,"=""0863697658""","=""9780863697654""",0,3.93,Virgin Books,Paperback,205,2007,1975,,2020/11/05,to-read,to-read (#916),to-read,,,,0,,,0,,,,,
36538793,"Demon Slayer: Kimetsu no Yaiba, Vol. 1",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974700526""","=""9781974700523""",0,4.55,VIZ Media LLC,Paperback,192,2018,2016,2020/11/01,2020/08/15,rec-would-recommend,rec-would-recommend (#38),read,,,,1,,,0,,,,,
54303328,"Demon Slayer: Kimetsu no Yaiba, Vol. 20",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974720977""","=""9781974720972""",0,4.67,VIZ Media LLC,Paperback,192,2021,2020,2020/11/03,2020/10/31,,,read,,,,1,,,0,,,,,
54303323,"Demon Slayer: Kimetsu no Yaiba, Vol. 21",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974721205""","=""9781974721207""",0,4.66,VIZ Media LLC,Paperback,192,2021,2020,2020/11/03,2020/10/31,,,read,,,,1,,,0,,,,,
55711516,"Demon Slayer: Kimetsu no Yaiba, Vol. 22",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974723410""","=""9781974723416""",0,4.67,VIZ Media LLC,Paperback,192,2021,2020,2020/11/03,2020/10/31,,,read,,,,1,,,0,,,,,
55711518,"Demon Slayer: Kimetsu no Yaiba, Vol. 23",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974723631""","=""9781974723638""",0,4.65,VIZ Media LLC,Paperback,232,2021,2020,2020/11/03,2020/10/31,,,read,,,,1,,,0,,,,,
50891141,"Demon Slayer: Kimetsu no Yaiba, Vol. 19",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974718115""","=""9781974718115""",0,4.66,VIZ Media LLC,Paperback,192,2020,2020,2020/11/03,2020/10/31,,,read,,,,1,,,0,,,,,
41092918,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.26,Gollancz,Kindle Edition,269,2018,2017,,2020/10/18,to-read,to-read (#889),to-read,,,,0,,,0,,,,,
17250961,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""057509334X""","=""9780575093348""",0,4.60,Gollancz ,Paperback,1243,2017,2017,,2020/10/18,to-read,to-read (#891),to-read,,,,0,,,0,,,,,
50891156,"Demon Slayer: Kimetsu no Yaiba, Vol. 18",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974717607""","=""9781974717606""",0,4.69,VIZ Media LLC,Paperback,192,2020,2019,2020/11/03,2020/10/31,,,read,,,,1,,,0,,,,,
50891137,"Demon Slayer: Kimetsu no Yaiba, Vol. 17",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974710610""","=""9781974710614""",0,4.64,VIZ Media LLC,Paperback,192,2020,2019,2020/11/03,2020/10/31,,,read,,,,1,,,0,,,,,
50891150,"Demon Slayer: Kimetsu no Yaiba, Vol. 16",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974714772""","=""9781974714773""",0,4.64,VIZ Media LLC,Paperback,192,2020,2019,2020/11/03,2020/10/31,,,read,,,,1,,,0,,,,,
48978531,"Demon Slayer: Kimetsu no Yaiba, Vol. 15",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974714780""","=""9781974714780""",0,4.58,VIZ Media LLC,Paperback,192,2020,2019,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
48978562,"Demon Slayer: Kimetsu no Yaiba, Vol. 14",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974711145""","=""9781974711147""",0,4.56,VIZ Media LLC,Paperback,192,2020,2019,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
48978603,"Demon Slayer: Kimetsu no Yaiba, Vol. 13",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974711137""","=""9781974711130""",0,4.54,VIZ Media LLC,Paperback,192,2020,2018,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
52757984,"Demon Slayer: Kimetsu no Yaiba, Vol. 12",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974711129""","=""9781974711123""",0,4.47,VIZ Media LLC,Paperback,192,2020,2018,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
51245114,"Demon Slayer: Kimetsu no Yaiba, Vol. 11",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974706486""","=""9781974706488""",0,4.64,VIZ Media LLC,Paperback,192,2020,2018,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
52228762,"Demon Slayer: Kimetsu no Yaiba, Vol. 10",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974704556""","=""9781974704552""",0,4.62,VIZ Media LLC,Paperback,200,2020,2018,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
43909413,"Demon Slayer: Kimetsu no Yaiba, Vol. 9",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974704432""","=""9781974704439""",0,4.55,VIZ Media LLC,Paperback,192,2019,2017,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
43909410,"Demon Slayer: Kimetsu no Yaiba, Vol. 8 (Kimetsu no Yaiba, #8)",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974704424""","=""9781974704422""",0,4.69,VIZ Media LLC,Paperback,192,2019,2017,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
42633909,"Demon Slayer: Kimetsu no Yaiba, Vol. 7 (Kimetsu no Yaiba, #7)",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974704416""","=""9781974704415""",0,4.58,Viz Media LLC,Paperback,208,2019,2017,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
42633905,"Demon Slayer: Kimetsu no Yaiba, Vol. 6 (Kimetsu no Yaiba, #6)",Koyoharu Gotouge,"Gotouge, Koyoharu",,"=""1974700577""","=""9781974700578""",0,4.53,Viz Media LLC,Paperback,200,2019,2017,2020/11/02,2020/10/31,,,read,,,,1,,,0,,,,,
1237398,"One Piece, Vol. 1: Romance Dawn (One Piece, #1)",Eiichiro Oda,"Oda, Eiichiro",Andy Nakatani,"=""1569319014""","=""9781569319017""",0,4.46,VIZ Media LLC,Paperback,207,2003,1997,,2020/11/01,,,read,,,,1,,,0,,,,,
364956,"One Piece, Volume 2: Buggy the Clown",Eiichiro Oda,"Oda, Eiichiro","Jason Thompson, Andy Nakatani","=""159116057X""","=""9781591160571""",0,4.35,VIZ Media LLC,Paperback,193,2003,1998,,2020/11/01,,,read,,,,1,,,0,,,,,
364957,"One Piece, Volume 3: Don't Get Fooled Again",Eiichiro Oda,"Oda, Eiichiro",,"=""1591161843""","=""9781591161844""",0,4.34,VIZ Media LLC,Paperback,200,2004,1998,,2020/11/01,,,read,,,,1,,,0,,,,,
364952,"One Piece, Volume 4: The Black Cat Pirates",Eiichiro Oda,"Oda, Eiichiro",尾田栄一郎,"=""1591163374""","=""9781591163374""",0,4.35,VIZ Media LLC,Paperback,208,2004,1998,,2020/11/01,,,read,,,,1,,,0,,,,,
364951,"One Piece, Volume 5: For Whom the Bell Tolls",Eiichiro Oda,"Oda, Eiichiro",,"=""1591166152""","=""9781591166153""",0,4.39,VIZ Media LLC,Paperback,189,2004,1998,,2020/11/01,,,read,,,,1,,,0,,,,,
364950,"One Piece, Volume 6: The Oath",Eiichiro Oda,"Oda, Eiichiro",尾田栄一郎,"=""159116723X""","=""9781591167235""",0,4.45,VIZ Media LLC,Paperback,187,2005,1998,,2020/11/01,,,read,,,,1,,,0,,,,,
364954,"One Piece, Volume 7: The Crap-Geezer",Eiichiro Oda,"Oda, Eiichiro",,"=""159116852X""","=""9781591168522""",0,4.48,VIZ Media LLC,Paperback,200,2005,1999,,2020/11/01,,,read,,,,1,,,0,,,,,
364955,"One Piece, Volume 8: I Won't Die",Eiichiro Oda,"Oda, Eiichiro",,"=""1421500752""","=""9781421500751""",0,4.52,VIZ Media LLC,Paperback,192,2005,1999,,2020/11/01,,,read,,,,1,,,0,,,,,
364958,"One Piece, Volume 9: Tears",Eiichiro Oda,"Oda, Eiichiro",,"=""1421501910""","=""9781421501918""",0,4.56,VIZ Media LLC,Paperback,208,2006,1999,,2020/11/01,,,read,,,,1,,,0,,,,,
364960,"One Piece, Volume 10: OK, Let's Stand Up!",Eiichiro Oda,"Oda, Eiichiro",,"=""1421504065""","=""9781421504063""",0,4.46,VIZ Media LLC,Paperback,192,2006,1999,,2020/11/01,,,read,,,,1,,,0,,,,,
662985,"One Piece, Volume 11: The Meanest Man in the East",Eiichiro Oda,"Oda, Eiichiro",,"=""1421506637""","=""9781421506630""",0,4.45,VIZ Media LLC,Paperback,192,2006,1999,,2020/11/01,,,read,,,,1,,,0,,,,,
364959,"One Piece, Volume 12: The Legend Begins",Eiichiro Oda,"Oda, Eiichiro",尾田栄一郎,"=""1421506645""","=""9781421506647""",0,4.44,VIZ Media LLC,Paperback,200,2006,2000,,2020/11/01,,,read,,,,1,,,0,,,,,
364949,"One Piece, Volume 13: It's All Right!",Eiichiro Oda,"Oda, Eiichiro",,"=""1421506653""","=""9781421506654""",0,4.37,VIZ Media LLC,Paperback,192,2007,2000,,2020/11/01,,,read,,,,1,,,0,,,,,
364953,"One Piece, Volume 14: Instinct",Eiichiro Oda,"Oda, Eiichiro",,"=""142151091X""","=""9781421510910""",0,4.35,VIZ Media LLC,Paperback,192,2007,2000,,2020/11/01,,,read,,,,1,,,0,,,,,
364961,"One Piece, Volume 15: Straight Ahead!",Eiichiro Oda,"Oda, Eiichiro",,"=""1421510928""","=""9781421510927""",0,4.38,VIZ Media LLC,Paperback,216,2007,2000,,2020/11/01,,,read,,,,1,,,0,,,,,
662986,"One Piece, Volume 16: Carrying On His Will",Eiichiro Oda,"Oda, Eiichiro",,"=""1421510936""","=""9781421510934""",0,4.50,VIZ Media LLC,Paperback,192,2007,2000,,2020/11/01,,,read,,,,1,,,0,,,,,
1826195,"One Piece, Volume 17: Hiriluk's Cherry Blossoms",Eiichiro Oda,"Oda, Eiichiro",,"=""1421515113""","=""9781421515113""",0,4.49,VIZ Media LLC,Paperback,216,2008,2001,,2020/11/01,,,read,,,,1,,,0,,,,,
2382362,"One Piece, Volume 18: Ace Arrives",Eiichiro Oda,"Oda, Eiichiro",,"=""1421515121""","=""9781421515120""",0,4.47,VIZ Media LLC,Paperback,224,2008,2001,,2020/11/01,,,read,,,,1,,,0,,,,,
3430775,"One Piece, Volume 19: Rebellion",Eiichiro Oda,"Oda, Eiichiro",,"=""142151513X""","=""9781421515137""",0,4.45,VIZ Media LLC,Paperback,216,2008,2001,,2020/11/01,,,read,,,,1,,,0,,,,,
5071433,"One Piece, Volume 20: Showdown at Alubarna",Eiichiro Oda,"Oda, Eiichiro",,"=""1421515148""","=""9781421515144""",0,4.48,VIZ Media LLC,Paperback,216,2009,2001,,2020/11/01,,,read,,,,1,,,0,,,,,
19366773,"One Piece, Volume 21: Utopia",Eiichiro Oda,"Oda, Eiichiro",,"=""""","=""""",0,4.47,VIZ Media : SHONEN JUMP,Kindle Edition,200,2011,2001,,2020/11/01,,,read,,,,1,,,0,,,,,
6406094,"One Piece, Volume 22: Hope!!",Eiichiro Oda,"Oda, Eiichiro",,"=""1421524309""","=""9781421524306""",0,4.50,VIZ Media LLC,Paperback,216,2009,2002,,2020/11/01,,,read,,,,1,,,0,,,,,
6582724,"One Piece, Volume 23: Vivi's Adventure",Eiichiro Oda,"Oda, Eiichiro",,"=""1421528444""","=""9781421528441""",0,4.53,VIZ Media LLC,Paperback,232,2009,2002,,2020/11/01,,,read,,,,1,,,0,,,,,
6891485,"One Piece, Volume 24: People's Dreams",Eiichiro Oda,"Oda, Eiichiro",,"=""1421528452""","=""9781421528458""",0,4.39,VIZ Media LLC,Paperback,216,2010,2002,,2020/11/01,,,read,,,,1,,,0,,,,,
6891484,"One Piece, Volume 25: The 100 Million Berry Man",Eiichiro Oda,"Oda, Eiichiro",,"=""1421528460""","=""9781421528465""",0,4.44,VIZ Media LLC,Paperback,208,2010,2002,,2020/11/01,,,read,,,,1,,,0,,,,,
6891486,"One Piece, Volume 26: Adventure on Kami's Island",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534428""","=""9781421534428""",0,4.37,VIZ Media LLC,Paperback,200,2010,2002,,2020/11/01,,,read,,,,1,,,0,,,,,
6891488,"One Piece, Volume 27: Overture",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534436""","=""9781421534435""",0,4.35,VIZ Media LLC,Paperback,192,2010,2003,,2020/11/01,,,read,,,,1,,,0,,,,,
6891489,"One Piece, Volume 28: Wyper the Berserker",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534444""","=""9781421534442""",0,4.33,VIZ Media LLC,Paperback,200,2010,2003,,2020/11/01,,,read,,,,1,,,0,,,,,
6801639,"One Piece, Volume 29: Oratorio",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534452""","=""9781421534459""",0,4.40,VIZ Media LLC,Paperback,232,2010,2003,,2020/11/01,,,read,,,,1,,,0,,,,,
6801643,"One Piece, Volume 30: Capriccio",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534460""","=""9781421534466""",0,4.44,VIZ Media LLC,Paperback,208,2010,2003,,2020/11/01,,,read,,,,1,,,0,,,,,
6801644,"One Piece, Volume 31: We'll Be Here",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534479""","=""9781421534473""",0,4.47,VIZ Media LLC,Paperback,208,2010,2003,,2020/11/01,,,read,,,,1,,,0,,,,,
6801645,"One Piece, Volume 32: Love Song",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534487""","=""9781421534480""",0,4.44,VIZ Media LLC,Paperback,216,2010,2004,,2020/11/01,,,read,,,,1,,,0,,,,,
6801646,"One Piece, Volume 33: Davy Back Fight",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534495""","=""9781421534497""",0,4.24,VIZ Media LLC,Paperback,232,2010,2004,,2020/11/01,,,read,,,,1,,,0,,,,,
6801599,"One Piece, Volume 34: The City of Water, Water Seven",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534509""","=""9781421534503""",0,4.43,VIZ Media LLC,Paperback,232,2010,2004,,2020/11/01,,,read,,,,1,,,0,,,,,
6801601,"One Piece, Volume 35: Captain",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534517""","=""9781421534510""",0,4.53,VIZ Media LLC,Paperback,192,2010,2004,,2020/11/01,,,read,,,,1,,,0,,,,,
6801602,"One Piece, Volume 36: The Ninth Justice",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534525""","=""9781421534527""",0,4.50,VIZ Media LLC,Paperback,216,2010,2005,,2020/11/01,,,read,,,,1,,,0,,,,,
6801613,"One Piece, Volume 37: Tom",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534533""","=""9781421534534""",0,4.52,VIZ Media LLC,Paperback,232,2010,2005,,2020/11/01,,,read,,,,1,,,0,,,,,
6801614,"One Piece, Volume 38: Rocketman!!",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534541""","=""9781421534541""",0,4.64,VIZ Media LLC,Paperback,208,2010,2005,,2020/11/01,,,read,,,,1,,,0,,,,,
6797477,"One Piece, Volume 39: Scramble",Eiichiro Oda,"Oda, Eiichiro",,"=""142153455X""","=""9781421534558""",0,4.47,VIZ Media LLC,Paperback,208,2010,2005,,2020/11/01,,,read,,,,1,,,0,,,,,
6797480,"One Piece, Volume 40: Gear",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534568""","=""9781421534565""",0,4.54,VIZ Media LLC,Paperback,232,2010,2005,,2020/11/01,,,read,,,,1,,,0,,,,,
6801574,"One Piece, Volume 41: Declaration of War",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534576""","=""9781421534572""",0,4.60,VIZ Media LLC,Paperback,232,2010,2006,,2020/11/01,,,read,,,,1,,,0,,,,,
6801575,"One Piece, Volume 42: Pirates vs. CP9",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534584""","=""9781421534589""",0,4.59,VIZ Media LLC,Paperback,208,2010,2006,,2020/11/01,,,read,,,,1,,,0,,,,,
6801576,"One Piece, Volume 43: Legend of a Hero",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534592""","=""9781421534596""",0,4.53,VIZ Media LLC,Paperback,224,2010,2006,,2020/11/01,,,read,,,,1,,,0,,,,,
6797460,"One Piece, Volume 44: Let's Go Back",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534606""","=""9781421534602""",0,4.62,VIZ Media LLC,Paperback,232,2010,2006,,2020/11/01,,,read,,,,1,,,0,,,,,
6797461,"One Piece, Volume 45: You Have My Sympathies",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534614""","=""9781421534619""",0,4.55,VIZ Media LLC,Paperback,207,2010,2007,,2020/11/01,,,read,,,,1,,,0,,,,,
6797462,"One Piece, Volume 46: Adventure on Ghost Island",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534622""","=""9781421534626""",0,4.40,VIZ Media LLC,Paperback,200,2010,2007,,2020/11/01,,,read,,,,1,,,0,,,,,
6797463,"One Piece, Volume 47: Cloudy, Partly Bony",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534630""","=""9781421534633""",0,4.37,VIZ Media LLC,Paperback,216,2010,2007,,2020/11/01,,,read,,,,1,,,0,,,,,
6797464,"One Piece, Volume 48: Adventures of Oars",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534649""","=""9781421534640""",0,4.37,VIZ Media LLC,Paperback,232,2010,2007,,2020/11/01,,,read,,,,1,,,0,,,,,
7421452,"One Piece, Volume 49: Nightmare Luffy",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534657""","=""9781421534657""",0,4.45,VIZ Media LLC,Paperback,232,2010,2008,,2020/11/01,,,read,,,,1,,,0,,,,,
7421463,"One Piece, Volume 50: Arriving Again",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534665""","=""9781421534664""",0,4.49,VIZ Media LLC,Paperback,208,2010,2008,,2020/11/01,,,read,,,,1,,,0,,,,,
7421460,"One Piece, Volume 51: The Eleven Supernovas",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534673""","=""9781421534671""",0,4.54,VIZ Media LLC,Paperback,232,2010,2008,,2020/11/01,,,read,,,,1,,,0,,,,,
7421457,"One Piece, Volume 52: Roger and Rayleigh",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534681""","=""9781421534688""",0,4.58,VIZ Media LLC,Paperback,216,2010,2008,,2020/11/01,,,read,,,,1,,,0,,,,,
7421456,"One Piece, Volume 53: Natural Born King",Eiichiro Oda,"Oda, Eiichiro",,"=""142153469X""","=""9781421534695""",0,4.53,VIZ Media LLC,Paperback,216,2010,2009,,2020/11/01,,,read,,,,1,,,0,,,,,
8230496,"One Piece, Volume 55: A Ray of Hope",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534711""","=""9781421534718""",0,4.55,VIZ Media LLC,Paperback,200,2010,2009,,2020/11/01,,,read,,,,1,,,0,,,,,
7326792,"One Piece, Volume 54: Unstoppable",Eiichiro Oda,"Oda, Eiichiro",,"=""1421534703""","=""9781421534701""",0,4.54,VIZ Media LLC,Paperback,208,2010,2009,,2020/11/01,,,read,,,,1,,,0,,,,,
